# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta_adagrad = 0.5
#     tol_rel_obj = 0.014999999999999999
#     eval_elbo = 10
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_mf.csv
#   diagnostic_file = elbo_mf.csv
#   refresh = 100 (Default)
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-17855.8,0.375186,0.356612,0.268203,15.6538,-7.1824,-5.06487,17.2557,5.26305,-15.6867,20.241,9.74069,18.4145,12.475,7.0083,16.4929
-17776.2,0.372144,0.356899,0.270957,15.0452,-6.27413,-4.06301,15.9386,5.22453,-15.6706,18.8618,9.2245,18.0177,12.3752,7.08376,16.4837
-17850.3,0.376514,0.356809,0.266676,17.2888,-8.22897,-2.85689,16.5346,5.12763,-17.6568,19.504,9.17612,18.064,12.5417,7.22172,16.3328
-17881.9,0.377557,0.357558,0.264885,15.6498,-7.64014,-2.64172,15.7599,5.05378,-16.0165,19.6047,10.0505,18.4903,12.4009,7.23049,16.4625
-17842.6,0.374772,0.355554,0.269674,16.7698,-7.86885,-6.49226,16.0684,4.95546,-14.6467,19.592,8.89855,18.4385,12.4302,6.62178,17.0255
-17876.9,0.377371,0.35535,0.26728,16.9565,-7.14429,-4.16427,16.8086,4.98459,-14.627,20.5498,9.5032,18.3248,12.3776,7.13906,16.3999
-17841.8,0.373074,0.358974,0.267953,17.1073,-7.54729,-4.63653,15.6594,5.18815,-16.2119,19.8074,8.66539,18.0288,12.3973,7.16423,16.3578
-17831.8,0.374944,0.357862,0.267195,18.5088,-8.11308,-3.4301,15.8329,4.88174,-18.0189,19.322,8.46179,17.8129,12.5789,7.10118,16.1764
-17846,0.372836,0.358018,0.269146,15.4584,-6.94805,-2.59758,14.7478,4.92871,-14.3053,20.0888,8.224,18.1353,12.3927,7.16501,16.7644
-17926.4,0.378034,0.358513,0.263453,16.3198,-7.52568,-6.13314,18.1212,5.00814,-16.6691,20.1699,7.72632,17.9261,12.5239,7.07298,16.7185
-17852.7,0.376174,0.35394,0.269886,17.0198,-7.43416,-3.27924,17.1302,5.06384,-16.2101,19.852,8.75092,17.8181,12.4356,7.48251,17.3105
-17875.4,0.373686,0.360791,0.265523,17.0347,-6.9956,-4.33927,16.4794,5.18125,-16.2472,19.6909,8.55581,18.0388,12.4073,7.42606,16.6291
-17814.7,0.373126,0.357083,0.269792,15.3805,-7.57929,-4.37849,16.4722,4.96565,-15.5644,19.1698,7.97976,17.8884,12.4808,7.0277,17.0701
-17849.6,0.374148,0.357999,0.267852,15.116,-7.32236,-3.64956,17.0804,5.18158,-15.4841,19.4839,8.81698,18.4405,12.5462,7.07067,17.1005
-17850.7,0.377125,0.354309,0.268566,16.6649,-7.46706,-4.12534,16.8214,5.24801,-17.3179,19.6173,8.1933,18.291,12.3672,7.0793,16.6041
-17869.4,0.37559,0.357572,0.266838,17.6579,-7.89312,-6.37394,17.6393,5.02193,-14.8317,19.8664,8.36796,17.5667,12.4925,7.11785,16.5893
-17879.5,0.378181,0.354785,0.267034,15.2256,-6.29776,-4.86477,16.6462,5.14073,-13.9758,19.8405,7.80906,18.498,12.2756,6.93405,16.5628
-17836.7,0.377449,0.357281,0.265269,17.8929,-5.9317,-2.50621,17.696,4.98325,-15.3251,19.1356,9.44794,17.4777,12.4301,7.02797,16.4199
-17865,0.375956,0.35739,0.266655,18.4212,-7.93334,-1.80603,17.703,5.12975,-16.0242,19.6702,8.88989,18.1788,12.4602,6.8881,16.8299
-17837.9,0.373048,0.358932,0.26802,16.53,-7.29277,-3.684,15.3723,4.85834,-15.9997,20.3229,9.17123,17.7945,12.5509,7.17136,16.4836
-17860.9,0.376834,0.356705,0.26646,15.861,-6.96707,-5.17865,18.2966,4.957,-17.1039,19.6437,8.70778,18.174,12.4212,6.90137,16.9167
-17796.5,0.374877,0.356381,0.268742,17.5195,-6.00656,-4.14984,17.57,4.90678,-17.8398,18.6901,9.26576,17.9787,12.4776,6.82029,16.7393
-17828.3,0.374703,0.355794,0.269503,15.6866,-7.43796,-2.19636,17.1105,5.19072,-14.4409,19.8341,8.5112,17.6844,12.5991,7.16714,16.8766
-17830.1,0.37276,0.358748,0.268492,16.0735,-7.02563,-5.67888,17.6662,5.02868,-15.667,20.9011,9.24616,17.735,12.4674,6.87166,15.9289
-17863.9,0.376234,0.356931,0.266835,16.7363,-5.5004,-3.51809,17.3114,5.01772,-15.2147,19.6555,9.37284,18.473,12.4306,6.94249,17.0087
-17839.1,0.373307,0.359037,0.267655,15.6358,-7.21905,-3.32318,15.4409,4.87293,-17.1108,19.7169,8.95869,18.3025,12.4998,6.97073,16.8849
-17857,0.377219,0.354907,0.267874,14.7169,-6.15926,-2.90585,17.0297,5.22097,-16.249,20.3553,8.63094,17.9674,12.4248,7.08982,16.7657
-17834.3,0.375145,0.358397,0.266458,15.9476,-7.57309,-4.55938,17.3535,5.31376,-15.4126,19.438,9.0602,17.8028,12.3858,6.67832,16.5597
-17806.5,0.375121,0.356081,0.268798,15.9284,-5.87308,-3.5601,17.3426,5.16312,-14.5261,18.812,8.59044,18.1558,12.371,7.01327,16.4093
-17871.7,0.377451,0.357935,0.264613,14.6895,-8.05103,-4.66451,16.455,4.92267,-17.566,19.4952,8.93043,18.0523,12.5311,7.30872,16.5461
-17844.2,0.373267,0.357011,0.269722,16.1558,-7.30602,-3.33445,16.1599,4.83733,-16.4868,20.6339,7.79469,17.9959,12.4842,7.05445,16.6276
-17885.5,0.371983,0.361877,0.26614,14.7818,-7.37436,-2.6523,16.7401,5.22334,-14.0183,20.3013,8.41019,18.3775,12.3669,6.80908,17.0858
-17819.6,0.373447,0.356473,0.27008,14.7447,-7.57044,-5.6023,16.6872,4.79628,-17.1581,19.9839,9.00919,18.0858,12.3656,6.92981,16.7865
-17810.9,0.373474,0.357242,0.269285,13.7134,-6.95211,-3.151,17.4901,4.98362,-15.9443,19.7932,8.25268,18.0887,12.3845,6.84777,16.5701
-17852,0.376594,0.357213,0.266193,15.774,-6.80524,-0.919521,17.4122,5.11969,-15.176,19.9993,9.57613,18.1004,12.3966,6.84906,16.3705
-17862,0.374642,0.35675,0.268608,16.6371,-7.65407,-5.66222,16.2812,5.19553,-15.0602,19.5127,8.45875,18.5318,12.423,6.96648,17.0908
-17831.3,0.374777,0.356093,0.26913,16.8001,-7.11318,-7.29631,17.3972,5.20986,-13.8978,19.2004,9.07023,17.5171,12.4188,6.90172,16.8913
-17837.1,0.376047,0.356826,0.267127,14.9932,-7.53795,-2.18914,16.0574,4.93843,-16.0638,20.0903,9.20539,18.0649,12.4906,6.89629,16.3948
-17831.2,0.373865,0.357023,0.269112,17.6248,-6.8439,-6.99661,16.5303,5.07582,-15.5709,19.764,9.04402,17.5383,12.53,6.96438,16.7291
-17859.1,0.374918,0.358966,0.266115,14.888,-7.65178,-4.34839,17.6121,5.12356,-16.4104,19.5529,8.99978,18.4642,12.5625,7.18983,16.5452
-17857.2,0.377175,0.357968,0.264857,16.8284,-5.92408,-3.80943,15.6499,4.92711,-14.8846,18.3492,8.75796,18.0105,12.3703,7.26755,16.8896
-17795.3,0.372771,0.358457,0.268772,15.4807,-7.59486,-2.33839,16.3429,5.07059,-17.5399,19.1834,8.29601,17.9138,12.4688,6.66337,16.5246
-17823.4,0.373772,0.356216,0.270012,16.883,-5.88921,-5.17981,16.9931,5.2031,-17.4358,19.3818,9.03386,17.9995,12.3997,7.12921,17.0112
-17821.9,0.376201,0.355986,0.267812,17.5254,-7.68544,-2.57048,17.4941,5.1427,-16.4074,19.4634,9.144,17.9559,12.5836,7.00665,16.233
-17889.7,0.375461,0.35694,0.267598,17.3489,-6.23518,-7.94045,16.8155,5.09487,-17.0823,20.2951,9.59926,18.042,12.4067,7.37442,16.7136
-17851.1,0.37796,0.356707,0.265334,13.5494,-7.82158,-4.42209,17.0085,5.02175,-15.9616,19.7065,9.06518,17.7404,12.383,6.87935,16.5201
-17837.5,0.37656,0.356653,0.266787,16.2291,-8.03271,-1.08717,14.7682,5.16461,-16.3966,18.5234,9.76597,17.668,12.3362,7.22435,16.8784
-17853.9,0.377603,0.35459,0.267807,14.4862,-6.77812,-7.42846,16.3002,5.04492,-16.2081,19.4872,9.66656,17.9832,12.4339,7.14227,16.7858
-17875.8,0.373497,0.35937,0.267134,14.8903,-6.86836,-3.08319,15.4539,5.09218,-16.3961,19.5873,8.60807,18.9607,12.2677,7.03723,17.2225
-17864.4,0.377359,0.358288,0.264353,16.8623,-7.07456,-6.09032,16.2828,5.11581,-14.3278,18.7238,8.70205,18.0011,12.5007,6.79357,16.7769
-17852.8,0.376236,0.356304,0.26746,14.9153,-5.82278,-5.36217,16.9964,4.96653,-15.1777,19.9869,10.0402,17.8646,12.4412,7.1119,16.854
-17853.9,0.376787,0.354915,0.268298,17.2618,-7.15738,-6.69465,16.6259,4.8778,-14.9597,19.0021,9.06718,18.2934,12.4291,7.37558,16.8594
-17905.3,0.3775,0.356605,0.265895,15.4414,-7.85669,-3.46209,15.6879,5.08034,-15.2599,20.2902,7.80291,18.3095,12.2706,7.23831,16.7123
-17848.7,0.375858,0.358647,0.265494,13.9783,-6.18855,-1.95088,16.4452,5.13666,-15.98,20.1788,8.43873,17.6197,12.7068,7.0606,16.312
-17826.4,0.377331,0.355944,0.266725,16.4912,-7.42561,-4.56547,16.9296,4.84298,-16.0264,18.8766,8.94348,17.5438,12.5053,7.13646,16.8103
-17817,0.374662,0.358187,0.26715,14.696,-7.31723,-2.66778,15.2873,5.14824,-16.4022,19.2172,8.64344,17.4362,12.6771,7.01266,16.8561
-17847,0.376545,0.354329,0.269126,16.1753,-6.98682,-1.65852,17.7763,5.07637,-16.4196,20.3568,8.64693,18.7271,12.4127,7.0728,16.1631
-17829.4,0.378259,0.353616,0.268125,16.3993,-6.04262,-3.83555,16.5269,4.95431,-15.4067,19.1917,8.22737,18.2245,12.5074,7.05078,16.3981
-17859.7,0.376266,0.356071,0.267663,16.3474,-6.93302,-3.64398,16.4249,5.14258,-17.2859,20.0967,8.61779,17.695,12.3436,7.17093,16.9729
-17887.8,0.380228,0.355048,0.264724,17.9018,-7.66482,-3.08272,17.1218,5.26393,-15.8276,19.8923,9.10544,18.0816,12.53,6.98091,16.4582
-17871.4,0.375254,0.361293,0.263453,16.47,-7.12688,-4.59025,17.0051,5.07898,-15.8339,19.5778,9.21125,17.9748,12.5212,6.90092,16.5708
-17845.3,0.373272,0.361053,0.265675,14.2589,-7.26409,-5.44875,15.9095,4.86872,-15.2852,19.4218,9.47574,17.7192,12.4084,6.98169,16.8842
-17861.8,0.375195,0.356851,0.267953,16.4184,-7.24664,-6.06236,17.0603,4.99096,-16.0573,19.8009,9.56425,18.2052,12.4061,7.21444,16.9174
-17878.4,0.379097,0.353994,0.266909,16.1664,-7.26861,-5.20457,15.9446,4.96642,-16.785,19.8304,8.51732,18.5474,12.3322,7.33982,16.4331
-17878.4,0.373812,0.357635,0.268554,17.4821,-7.54474,-8.10897,17.362,5.09124,-16.3387,20.2441,8.78204,18.0843,12.5952,7.12917,16.7399
-17776.5,0.373044,0.354831,0.272125,15.217,-6.91694,-5.1072,17.0949,4.89523,-17.5577,19.4594,9.91584,18.2753,12.58,6.76906,16.6114
-17855.5,0.375587,0.35822,0.266193,16.9169,-6.56934,-4.46871,17.1073,4.98172,-16.6107,18.8326,8.02679,17.9717,12.4024,7.17711,17.0159
-17858.7,0.379128,0.354283,0.266589,15.5045,-6.50242,-7.39287,15.5798,5.06111,-15.6107,18.6812,8.95078,18.3815,12.4231,6.98967,16.8523
-17812.5,0.372354,0.359082,0.268564,14.2215,-6.79294,-5.34823,17.7686,4.82575,-15.9977,18.9439,8.40851,18.4474,12.552,7.44955,16.2391
-17885.7,0.37459,0.357567,0.267843,17.2735,-7.59545,-1.72798,17.3862,5.11217,-15.213,20.1364,9.3379,18.363,12.2346,7.50981,17.0288
-17877.2,0.375697,0.357588,0.266715,14.7205,-6.86921,-4.28338,17.4557,5.08483,-14.9774,20.0568,8.62918,18.2406,12.3801,7.41815,16.7871
-17874.3,0.37655,0.356625,0.266824,14.7431,-7.99658,-4.37023,15.5113,5.2211,-13.0144,19.7591,9.14858,18.4427,12.5478,7.11628,16.444
-17871.6,0.375419,0.35788,0.266701,16.6433,-7.46748,-3.05246,16.1532,5.2583,-15.6496,19.3412,9.44757,18.966,12.4566,7.29376,16.5501
-17830,0.377903,0.355354,0.266743,15.8433,-6.36173,-5.03017,17.4217,4.97658,-16.9605,19.317,8.82419,17.2913,12.4096,6.9661,16.8211
-17843.4,0.374416,0.35905,0.266534,15.657,-6.72331,-5.35909,15.9929,5.15041,-16.5017,18.9758,10.1823,18.2729,12.4436,6.93987,16.819
-17843.2,0.37784,0.355855,0.266304,16.8781,-7.26315,-2.39193,17.5324,4.80361,-16.1023,19.0553,8.11892,18.1058,12.2723,7.20719,16.254
-17874.5,0.378303,0.355686,0.266011,15.8129,-7.28378,-4.61057,15.0829,4.73351,-15.0915,19.8462,10.0054,17.8915,12.5307,7.14292,16.9515
-17791.1,0.371357,0.359972,0.268671,15.2301,-6.93736,-3.80815,16.0004,4.75352,-17.2924,18.6653,9.11648,17.7172,12.4548,7.36538,16.7615
-17828.8,0.374177,0.35529,0.270533,16.7918,-7.88522,-3.77523,16.8542,5.09222,-16.8439,20.1624,8.82533,18.1909,12.6768,6.74443,17.0269
-17879.9,0.375959,0.355751,0.26829,16.7654,-7.20728,-7.01593,18.4218,4.86138,-16.1801,20.9406,8.69855,17.6495,12.4818,7.37443,16.4353
-17860,0.375742,0.357381,0.266877,16.0934,-7.29724,-4.9249,15.6553,4.96281,-16.8054,20.0174,9.58741,18.1557,12.4255,6.55996,17.1094
-17867.1,0.37774,0.355116,0.267144,15.418,-7.74433,-1.5122,16.7278,5.01573,-15.9508,20.4888,9.58305,17.8687,12.4179,7.28941,16.5428
-17822,0.374,0.358028,0.267972,15.8905,-8.15938,-2.19927,16.4553,4.97599,-15.6574,19.6585,9.76133,17.3164,12.37,7.17941,16.6408
-17845.2,0.37545,0.357445,0.267105,14.3696,-7.21834,-5.68814,18.4632,4.97936,-17.07,18.7484,9.08901,18.728,12.5346,7.21784,16.7551
-17847.6,0.375114,0.357042,0.267845,15.9281,-6.9627,-5.74455,15.6808,5.24835,-15.4323,19.5575,9.27175,18.1817,12.4942,7.22268,16.557
-17824.2,0.373829,0.355532,0.270639,14.7339,-6.97815,-4.44988,16.0799,4.98077,-14.5886,20.3459,8.87583,17.8333,12.3464,7.15271,16.7158
-17835.6,0.375874,0.355951,0.268175,17.5936,-7.02979,-3.4176,17.4437,5.01303,-14.6916,19.5074,9.21666,17.8867,12.5996,6.97206,16.989
-17838,0.376775,0.356836,0.266389,15.8764,-7.01599,-1.81064,17.006,5.08836,-16.0344,19.6949,8.76821,17.4413,12.4734,7.65871,15.9097
-17873.1,0.375634,0.358045,0.266321,14.8001,-7.79925,-5.33268,16.814,4.96272,-18.0691,19.3218,8.64324,18.069,12.475,6.99533,17.556
-17849.5,0.376118,0.355814,0.268068,16.7106,-7.51746,-3.8303,15.6807,5.11689,-17.6228,20.7164,10.1084,17.5498,12.3906,7.16807,16.1
-17845.9,0.373024,0.358623,0.268354,14.4686,-7.54438,-2.17174,17.3987,5.15692,-14.758,20.1359,9.00379,18.2646,12.6534,6.97175,16.9316
-17809.3,0.371236,0.358586,0.270179,17.4446,-7.1777,-5.79752,17.5938,5.10859,-15.2511,19.1777,8.95352,17.8896,12.4881,7.2107,16.7388
-17848,0.377469,0.354811,0.267721,14.2745,-7.19166,-2.26577,16.7395,5.03184,-16.4033,19.8283,9.21376,18.2432,12.5066,7.38857,16.5697
-17795.6,0.377181,0.3538,0.269019,16.5751,-7.42183,-2.1619,15.6467,5.12609,-15.8012,18.4055,8.81121,17.7472,12.6672,7.56809,16.1604
-17831.8,0.372689,0.360172,0.267138,15.7422,-6.007,-5.01765,17.2906,5.30091,-16.6066,19.315,8.53446,17.6665,12.5323,6.85441,17.0005
-17829.2,0.375472,0.355264,0.269264,14.6403,-7.06951,-4.67048,15.1162,5.05757,-14.5498,19.4364,9.18922,18.1149,12.481,7.33773,16.6573
-17852.2,0.378575,0.352634,0.268791,15.4804,-7.62258,-6.7293,16.9797,5.21292,-15.2983,19.7928,8.26948,18.1769,12.4686,6.88632,16.4424
-17829.6,0.371996,0.360438,0.267565,15.0855,-7.23378,-1.60711,16.6443,4.80577,-16.0078,20.0574,8.8861,17.6409,12.3486,7.19507,16.6282
-17843,0.376937,0.354795,0.268268,18.7366,-7.81336,-3.32271,15.875,5.0018,-14.4886,18.8311,8.63283,18.4512,12.4216,7.07719,16.5838
-17871.3,0.378293,0.355374,0.266333,16.1527,-7.9648,-6.60905,16.5103,5.00297,-15.6414,18.117,8.98766,18.5821,12.4999,7.56902,17.0145
-17815,0.373458,0.360671,0.265871,15.4077,-6.49195,-1.58507,16.812,5.06825,-15.2809,18.2378,9.17801,18.1776,12.3851,7.03961,16.4849
-17828.5,0.377435,0.355322,0.267243,14.0686,-6.18019,-5.00528,16.853,5.18928,-17.0856,18.9543,8.50674,18.3661,12.3463,6.92365,16.422
-17864.1,0.376719,0.355945,0.267336,14.8759,-6.15792,-3.08087,18.041,5.15851,-15.2258,19.7847,7.18765,17.8693,12.5362,6.95751,16.5517
-17846,0.377536,0.355182,0.267282,15.5214,-7.21052,-4.64871,17.5559,5.09218,-14.9041,19.868,8.71204,17.8843,12.3164,7.09591,16.3165
-17886.4,0.376884,0.356853,0.266262,15.0557,-7.92254,-3.94634,16.0621,5.14449,-16.3953,20.172,9.36389,18.2824,12.5029,7.45605,16.68
-17839.9,0.377452,0.355027,0.26752,16.7955,-7.17125,-3.44015,16.4039,5.06155,-16.3138,19.5723,9.71727,18.1005,12.3345,7.12692,16.3744
-17877.2,0.377017,0.356822,0.266161,16.3998,-7.02275,-2.55842,18.2175,5.01219,-15.2614,19.439,9.53367,18.4115,12.5274,7.29924,17.1623
-17818.8,0.375589,0.356053,0.268358,16.72,-6.86345,-1.98975,15.105,4.89512,-17.7406,19.6503,9.94952,17.7351,12.5754,7.05379,16.4369
-17818.3,0.373824,0.358631,0.267546,14.3913,-7.77874,-2.93226,14.5058,4.98342,-16.3372,19.12,8.61851,17.6429,12.6135,6.96399,17.0444
-17833.9,0.373455,0.355621,0.270924,15.7038,-7.12268,-7.99126,17.1796,5.19135,-16.1321,19.744,9.34379,18.054,12.4927,7.11118,16.7994
-17810.8,0.372495,0.358165,0.269341,15.0572,-7.79842,-3.41786,17.0071,5.02673,-16.659,19.7141,9.63831,17.7894,12.4668,7.34487,16.4603
-17869.6,0.377223,0.35406,0.268717,13.5599,-7.30665,-3.57617,17.3504,5.20043,-14.3338,20.3152,8.63717,17.9219,12.3902,7.16191,17.2866
-17810.3,0.371629,0.355958,0.272413,17.3472,-6.00701,-4.65836,16.1969,4.98812,-15.2545,20.2076,8.60956,18.6105,12.5831,6.88578,16.5578
-17807.3,0.375942,0.354457,0.269602,16.1452,-6.62027,-2.59276,16.4576,4.80857,-16.3005,20.0486,9.53486,17.3681,12.4352,6.90091,16.8096
-17820.7,0.375159,0.358345,0.266496,14.7608,-7.25987,-2.33754,15.431,5.00506,-15.9733,18.9445,8.70667,17.9787,12.4621,7.11496,16.3971
-17839.6,0.375469,0.357383,0.267149,15.575,-6.37954,-5.40787,16.6851,5.00905,-16.828,19.7499,8.36225,18.0101,12.4989,6.89135,16.5403
-17862.1,0.377458,0.355295,0.267247,16.3512,-7.29496,-3.00134,16.5273,5.11239,-16.8237,19.5137,9.23598,18.0019,12.4095,7.40159,17.0297
-17833.2,0.376395,0.355321,0.268283,15.6273,-7.27168,-4.13102,18.6791,4.77349,-17.1148,19.8314,9.44735,17.8146,12.5194,7.33007,16.6196
-17893.4,0.37998,0.353517,0.266503,15.3574,-6.28691,-3.37927,16.0845,5.18526,-16.7913,20.5346,8.74379,18.1142,12.4197,7.1581,16.9483
-17840.6,0.374918,0.356245,0.268837,17.4794,-7.41387,-0.699232,17.0012,5.11891,-17.7343,19.3163,8.60077,18.3991,12.4857,7.0916,16.7747
-17778,0.370739,0.359162,0.270099,16.9109,-6.86981,-2.61386,17.3727,4.91456,-15.9062,19.0865,9.11537,18.2391,12.4715,7.27636,15.9214
-17858.6,0.376126,0.356485,0.267389,18.307,-7.7668,-4.23378,16.9262,5.01155,-16.7066,19.8268,8.52001,18.3671,12.5563,6.95908,16.4829
-17819.3,0.373481,0.358323,0.268196,17.8731,-7.09899,-3.68703,15.9845,5.08804,-16.5075,19.76,8.83362,17.2994,12.5885,6.90383,16.7209
-17830,0.374637,0.358637,0.266726,15.3413,-6.54877,-4.37186,15.9407,5.15641,-15.722,18.877,7.983,17.9678,12.531,7.09451,16.5283
-17837.8,0.374111,0.359016,0.266874,14.0414,-7.67573,-2.74896,17.457,5.14816,-16.3533,19.2543,9.031,17.802,12.245,7.08762,17.0048
-17842.8,0.376853,0.355637,0.26751,17.047,-7.04331,-3.38185,18.3634,4.90437,-15.6498,19.3403,8.66952,17.9468,12.4956,7.19334,16.8851
-17863.8,0.376474,0.358441,0.265085,15.5795,-7.35353,-2.65059,16.241,4.96287,-16.4857,19.2077,9.0417,18.3903,12.2582,6.86941,16.961
-17844.8,0.376166,0.356845,0.266989,15.0163,-6.25774,-3.03634,16.4408,5.01255,-16.4309,19.9775,8.9565,17.6313,12.5342,7.11589,16.9106
-17874.9,0.375408,0.358368,0.266224,18.1444,-6.38622,-2.91503,17.3764,4.80862,-14.5438,20.3727,8.5201,18.1489,12.5528,7.22899,16.3474
-17833.3,0.373936,0.358022,0.268042,15.1046,-6.98436,-4.88939,16.777,5.15327,-15.533,19.5238,9.49645,17.707,12.4246,7.37908,16.7435
-17869,0.374308,0.357301,0.268391,14.2331,-7.41048,-5.55847,15.2486,5.08075,-15.9948,20.7732,8.84494,17.8857,12.379,7.0652,16.9742
-17800.9,0.374407,0.35596,0.269633,17.5915,-7.17887,-2.12763,17.0039,5.1863,-15.6277,19.3399,8.9317,18.0307,12.477,7.16637,16.0273
-17855.4,0.375638,0.357325,0.267037,14.1345,-6.85462,-3.64414,17.2044,5.09601,-14.9292,19.5827,9.47813,18.4107,12.4347,7.08035,16.9449
-17874.1,0.377407,0.357888,0.264705,17.519,-6.04489,-7.23246,16.0936,5.20993,-19.2493,19.5345,9.32936,17.1952,12.5652,7.21684,16.3858
-17891.3,0.377127,0.355728,0.267145,15.5553,-6.42332,-3.0542,16.3182,5.16632,-16.3089,20.5864,8.58269,18.7353,12.5158,7.22522,16.7275
-17908.2,0.376809,0.356602,0.266589,18.7207,-6.97739,-8.16923,17.3137,5.06466,-13.9605,20.371,8.74909,17.7099,12.4329,6.94339,16.8094
-17859.3,0.374649,0.358116,0.267236,16.3517,-6.93592,-4.53605,16.0051,5.21542,-13.7501,19.5709,9.68192,18.2823,12.3369,6.87338,16.8278
-17845,0.376569,0.354738,0.268693,15.4667,-7.29883,-3.65457,15.6014,5.03172,-14.3163,19.806,7.93366,17.8694,12.253,7.0623,16.6518
-17843,0.379631,0.352965,0.267404,14.6742,-7.06271,-2.49741,17.2006,5.11281,-16.5738,19.5291,9.19606,18.3512,12.4112,6.8825,16.6627
-17865.2,0.374403,0.358459,0.267138,16.3672,-6.44857,-3.17528,15.9359,4.94744,-15.8073,20.3069,9.87346,18.0142,12.444,7.13742,16.9466
-17866,0.374878,0.35896,0.266161,16.4411,-7.58702,-4.10516,16.7915,5.09851,-18.5454,19.6469,8.19239,18.1687,12.5147,7.09193,16.6105
-17803,0.375367,0.35523,0.269403,15.2073,-7.5019,-3.98731,19.1542,5.06139,-16.7103,19.2883,8.66119,17.4019,12.4649,6.96139,16.788
-17819,0.375192,0.355679,0.269128,15.2399,-7.27132,-5.7823,16.8354,5.037,-17.4983,19.0908,8.85464,18.3125,12.4425,7.17374,16.5451
-17837.7,0.375247,0.355905,0.268848,18.295,-5.911,-3.0885,14.0635,4.90356,-15.4634,19.3083,9.19957,18.1018,12.558,7.1273,16.6823
-17850.6,0.376038,0.355121,0.268841,16.6887,-8.24113,-3.75086,16.8562,5.27488,-16.7478,19.7477,8.70557,18.065,12.3568,7.10135,16.839
-17857.3,0.375905,0.355846,0.268249,15.8892,-6.77867,-2.49655,16.5848,4.95854,-14.6335,19.9372,8.54409,18.3764,12.5606,7.32029,16.78
-17821.1,0.376409,0.356761,0.26683,14.9535,-7.54593,-0.978043,17.5578,5.02777,-16.3419,19.6271,8.93224,17.9279,12.471,6.82088,16.168
-17834.8,0.374919,0.357003,0.268078,13.604,-7.36014,-5.12286,16.7727,5.09805,-17.8906,19.4709,9.06332,18.2691,12.5207,7.14215,16.7027
-17819.4,0.376909,0.355137,0.267954,13.6015,-7.6961,-3.44735,18.3179,5.18434,-14.9428,19.027,8.40808,17.8207,12.3583,6.99226,16.5196
-17852.1,0.377108,0.3562,0.266692,14.6205,-7.27002,-1.50699,16.1473,5.07214,-15.4761,19.7512,8.20009,18.0328,12.4029,6.95109,16.6272
-17840.9,0.377101,0.353391,0.269508,17.3327,-7.39713,-2.29514,15.4362,5.15497,-16.8897,18.5324,8.41034,18.022,12.3289,7.323,17.4614
-17837.2,0.375705,0.356184,0.268111,16.4535,-6.76866,-5.43796,17.2047,5.1598,-15.5065,18.824,9.6006,18.7893,12.3893,6.89983,16.7789
-17783.7,0.372779,0.358502,0.268719,17.5035,-7.60794,-4.17702,16.582,4.87139,-14.625,18.4379,8.49723,17.4827,12.3698,7.21582,16.1585
-17853,0.37652,0.357007,0.266472,16.3974,-6.96566,-4.28976,16.799,5.15163,-17.1647,19.1482,9.25891,18.3717,12.4573,7.04063,16.8701
-17840.5,0.373608,0.358349,0.268044,17.6173,-6.34798,-3.97826,17.0961,5.58054,-15.4383,19.1284,9.18037,18.2161,12.423,7.05266,16.824
-17806.9,0.372935,0.358034,0.269031,16.5161,-7.83575,-3.32768,17.7861,4.86564,-16.9652,19.5532,10.105,17.9007,12.4376,6.84833,16.6474
-17818.7,0.373923,0.356458,0.269619,16.3382,-7.76699,-5.67255,16.6154,5.06042,-14.2704,19.0596,8.87131,18.0177,12.3409,7.18229,16.5838
-17840.3,0.376782,0.355099,0.268119,17.1492,-6.89676,-0.875861,15.6596,5.02485,-17.8091,19.2406,8.41051,17.9579,12.4765,7.23333,16.6326
-17846.4,0.37427,0.358532,0.267198,15.3661,-7.46197,-5.99728,15.3325,5.19164,-14.9645,19.928,8.22787,17.6222,12.4666,6.89884,16.4517
-17855,0.374809,0.357842,0.267349,17.3676,-7.28206,-5.07218,16.6388,5.18796,-14.0157,19.4027,8.12861,17.5928,12.4681,7.07364,16.9481
-17906.8,0.373708,0.359185,0.267107,15.4249,-7.71872,-4.75522,15.9824,4.97745,-15.0209,20.8939,9.39081,18.4165,12.4464,7.50336,16.9455
-17818.3,0.374571,0.353599,0.271829,17.8016,-8.28678,-3.7813,16.7939,5.05034,-15.4655,18.8754,9.11083,18.1167,12.5259,7.10821,17.5918
-17876.6,0.374828,0.358165,0.267007,14.479,-7.08981,-5.88602,18.9444,4.953,-17.0944,19.7519,9.39308,18.3472,12.4596,7.16355,17.2849
-17885.1,0.375351,0.360255,0.264395,17.2245,-6.76861,-1.7605,17.1347,4.95171,-15.4675,20.1481,9.41465,18.0087,12.5566,6.93053,16.9489
